simulation_number,publisher_number,subscriber_number,message_size,retain,qos,topics,ram_usage,database_size
0,2,3,1024,true,1,4,1051166,32665.6
0,2,3,1024,true,1,8,956043,
0,2,3,1024,true,0,4,1005958,9420.8
0,2,3,1024,true,0,1,985192,2457.6
0,2,2,1024,true,1,8,1052264,18534.4
0,2,2,1024,true,0,4,1027292,9318.4
0,2,2,1024,true,2,8,1052995,
0,2,2,1024,true,0,1,993877,2457.6
0,2,2,1024,true,2,4,1016725,29286.4
0,2,2,1024,true,2,1,5095451,5120.0
0,2,2,1024,true,0,8,5125081,17510.4
0,2,2,1024,true,1,1,5088418,4812.8
0,2,2,1024,true,1,4,1014039,30208.0
0,1,16,1024,false,1,4,1072660,18124.8
0,1,16,8192,false,2,4,1092337,105984.0
0,1,16,4096,false,0,8,1072360,34713.6
0,1,16,16384,false,1,8,1251100,454656.0
0,1,16,4096,true,2,4,1058498,57548.8
0,1,16,4096,false,2,1,1047538,14540.8
0,1,16,2048,false,2,8,1079940,62259.2
0,1,16,2048,true,0,4,1029244,9216.0
0,1,16,1024,true,2,4,1037884,19456.0
0,1,16,2048,false,0,1,1053539,2969.6
0,1,16,8192,true,2,4,1051507,103116.8
0,1,16,16384,true,2,4,1157325,200806.4
0,1,16,1024,true,0,8,1018981,9932.8
0,1,16,2048,true,0,1,1065708,2867.2
0,1,16,1024,true,2,1,1015660,3788.8
0,1,16,2048,true,2,8,1093670,65740.8
0,1,16,2048,false,0,4,1037168,9830.4
0,1,16,16384,true,0,8,1165722,132812.8
0,1,16,8192,true,0,8,1084014,67379.2
0,1,16,8192,true,2,1,1040514,27033.6
0,1,16,16384,true,2,1,1063170,34713.6
0,1,16,8192,false,0,8,1075358,59596.8
0,1,16,1024,false,1,1,1013305,4505.6
0,1,16,8192,false,2,1,1058042,26112.0
0,1,16,4096,true,0,8,1043547,35020.8
0,1,16,4096,false,2,4,1068361,56217.6
0,1,16,4096,true,2,1,1043027,14336.0
0,1,16,4096,true,1,1,1031141,9420.8
0,1,16,4096,false,1,4,1042723,58060.8
0,1,16,16384,false,0,4,1107474,67276.8
0,1,16,1024,false,0,8,1035386,10240.0
0,1,16,8192,false,1,1,1043292,18227.2
0,1,16,1024,false,2,1,1017226,3788.8
0,1,16,8192,true,1,1,1047149,18124.8
0,1,16,16384,true,1,1,1066577,34713.6
0,1,16,2048,true,1,8,1056478,64409.6
0,1,16,1024,true,1,1,1016831,3788.8
0,1,16,8192,true,1,4,1079656,105472.0
0,1,16,16384,true,1,4,1135731,200192.0
0,1,16,1024,true,1,4,1030476,20480.0
0,1,16,2048,false,1,8,1052932,54784.0
0,1,16,16384,false,2,8,1267242,403251.2
0,1,16,4096,false,1,1,1033164,9216.0
0,1,16,4096,true,1,4,1055014,59289.6
0,1,16,16384,false,0,1,1069368,17510.4
0,1,16,8192,false,1,4,1075456,111923.2
0,1,16,1024,false,2,4,1075265,18124.8
0,1,16,16384,false,2,4,1154039,218521.6
0,1,16,4096,true,1,8,1080284,109465.6
0,1,16,1024,false,0,1,1028473,1843.2
0,1,16,8192,false,1,8,1142013,205414.4
0,1,16,1024,false,2,8,1048632,34713.6
0,1,16,8192,true,1,8,1161031,210944.0
0,1,16,16384,true,1,8,1257317,420761.6
0,1,16,2048,true,1,1,1023850,5939.2
0,1,16,1024,true,1,8,1098257,34611.2
0,1,16,2048,false,1,4,1040441,32665.6
0,1,16,2048,true,1,4,1026929,33894.4
0,1,16,2048,false,1,1,1021955,7987.2
0,1,16,16384,false,2,1,1053509,34508.8
0,1,16,4096,false,1,8,1098104,110489.6
0,1,16,16384,false,0,8,1175746,133120.0
0,1,16,1024,false,0,4,1028002,5427.2
0,1,16,8192,false,0,4,1059762,33792.0
0,1,16,4096,true,0,4,1056284,18022.4
0,1,16,4096,false,0,1,1076641,5222.4
0,1,16,16384,false,1,1,1071960,34713.6
0,1,16,4096,false,2,8,1092395,113561.6
0,1,16,2048,false,2,1,1030383,8806.4
0,1,16,1024,true,0,4,1013177,5734.4
0,1,16,2048,true,2,4,1061339,38502.4
0,1,16,2048,false,0,8,1035138,18329.6
0,1,16,16384,true,0,4,1098933,67072.0
0,1,16,8192,true,0,4,1054718,34099.2
0,1,16,2048,false,2,4,1028347,29900.8
0,1,16,1024,true,0,1,1022368,2355.2
0,1,16,2048,true,0,8,1035876,18432.0
0,1,16,1024,true,2,8,1098137,41062.4
0,1,16,2048,true,2,1,1031977,8601.6
0,1,16,16384,true,0,1,1104398,17510.4
0,1,16,8192,true,0,1,1047625,9216.0
0,1,16,8192,true,2,8,1159170,207769.6
0,1,16,16384,true,2,8,1274109,422809.6
0,1,16,8192,false,0,1,1047776,9011.2
0,1,16,1024,false,1,8,952808,41062.4
0,1,16,8192,false,2,8,1137867,215859.2
0,1,16,4096,false,0,4,1041689,17715.2
0,1,16,4096,true,0,1,1072937,4608.0
0,1,16,16384,false,1,4,1154416,218931.2
0,1,16,4096,true,2,8,1130866,118886.4
0,8,1,1024,true,2,8,1269630,72806.4
0,8,1,2048,true,1,8,1380942,431001.6
0,8,1,1024,true,0,1,1023240,9318.4
0,8,1,16384,true,2,4,1719715,528588.8
0,8,1,2048,false,1,4,1152639,212275.2
0,8,1,8192,true,0,4,1314578,266342.4
0,8,1,4096,true,0,4,1211075,135168.0
0,8,1,1024,false,1,8,1320102,228352.0
0,8,1,2048,false,1,1,1058209,17408.0
0,8,1,8192,true,2,8,1987123,1677721.6
0,8,1,8192,true,0,1,1099154,66662.4
0,8,1,4096,true,0,1,1076355,33996.8
0,8,1,8192,false,1,8,1943286,1677721.6
0,8,1,16384,false,1,8,2071719,1048576.0
0,8,1,4096,true,2,8,1628918,855552.0
0,8,1,1024,true,0,4,1088193,37068.8
0,8,1,4096,false,1,8,1533560,838348.8
0,8,1,16384,true,0,8,2007033,1040588.8
0,8,1,16384,true,2,1,1278862,314060.8
0,8,1,4096,false,0,1,1067991,33792.0
0,8,1,16384,true,1,1,1245749,297574.4
0,8,1,4096,false,2,8,1580491,270540.8
0,8,1,2048,true,0,4,1141000,67584.0
0,8,1,16384,false,0,1,1190882,132198.4
0,8,1,4096,true,1,8,1374872,270336.0
0,8,1,8192,false,0,1,1095311,66764.8
0,8,1,8192,false,2,8,2011518,1677721.6
0,8,1,16384,false,2,8,2290784,1040281.6
0,8,1,2048,false,0,8,1483452,134656.0
0,8,1,1024,false,0,1,1043883,9216.0
0,8,1,2048,false,2,1,1071749,41574.4
0,8,1,1024,false,2,8,1439442,231321.6
0,8,1,8192,true,1,8,1929820,1677721.6
0,8,1,16384,false,0,4,1561379,512000.0
0,8,1,8192,false,0,4,1334799,266240.0
0,8,1,1024,false,0,4,1094882,36864.0
0,8,1,2048,false,2,4,1203013,69529.6
0,8,1,16384,true,1,4,1621253,528486.4
0,8,1,4096,false,0,4,1198747,134860.8
0,8,1,2048,true,2,8,1366309,430796.8
0,8,1,1024,true,1,8,1426318,233164.8
0,8,1,2048,true,0,1,1049898,17510.4
0,8,1,16384,true,1,8,2766195,3250585.6
0,8,1,4096,false,0,8,1537334,253440.0
0,8,1,4096,false,2,1,1128320,72192.0
0,8,1,2048,true,2,4,1183175,69836.8
0,8,1,1024,true,1,4,1132919,37068.8
0,8,1,16384,false,0,8,2067792,1023590.4
0,8,1,8192,false,0,8,1570814,532480.0
0,8,1,4096,true,1,1,1090633,76390.4
0,8,1,8192,false,2,1,1150181,158412.8
0,8,1,16384,false,2,1,1251442,281190.4
0,8,1,2048,false,0,1,1065152,17408.0
0,8,1,1024,false,0,8,1208274,73830.4
0,8,1,2048,false,2,8,1524275,424448.0
0,8,1,1024,false,2,1,1052182,20070.4
0,8,1,8192,true,1,1,1134007,66662.4
0,8,1,4096,true,1,4,1208112,135168.0
0,8,1,8192,false,2,4,1454952,266240.0
0,8,1,16384,false,2,4,1695666,528486.4
0,8,1,2048,false,0,4,1155125,69734.4
0,8,1,1024,false,2,4,1174429,36761.6
0,8,1,8192,true,1,4,1349543,266342.4
0,8,1,4096,false,2,4,1342585,431923.2
0,8,1,2048,true,2,1,1091861,39628.8
0,8,1,1024,true,1,1,1054244,9113.6
0,8,1,2048,true,0,8,1275932,139264.0
0,8,1,1024,true,2,1,1075457,21094.4
0,8,1,2048,true,1,1,1064161,35225.6
0,8,1,1024,true,0,8,1209001,73830.4
0,8,1,4096,false,1,4,1269615,431923.2
0,8,1,16384,true,0,4,1574050,511897.6
0,8,1,1024,false,1,4,1189895,117555.2
0,8,1,8192,true,2,4,1503937,866201.6
0,8,1,8192,false,1,4,1321149,266342.4
0,8,1,16384,false,1,4,1578588,495308.8
0,8,1,4096,true,2,4,1272953,135270.4
0,8,1,1024,false,1,1,1057274,9318.4
0,8,1,2048,false,1,8,1348991,428953.6
0,8,1,8192,true,2,1,1172054,66560.0
0,8,1,8192,true,0,8,1597316,532582.4
0,8,1,8192,false,1,1,1130313,158412.8
0,8,1,4096,true,0,8,1379659,270438.4
0,8,1,16384,false,1,1,1209841,132198.4
0,8,1,4096,true,2,1,1103263,33792.0
0,8,1,1024,true,2,4,1166495,112947.2
0,8,1,2048,true,1,4,1157057,69734.4
0,8,1,16384,true,0,1,1192716,132300.8
0,8,1,4096,false,1,1,1098294,33792.0
0,8,1,16384,true,2,8,2750029,3250585.6
0,32,1,1024,false,0,1,1101077,36966.4
0,32,1,8192,false,1,8,3392483,2097152.0
0,32,1,1024,false,2,8,2113762,931430.4
0,32,1,16384,false,2,4,4433208,6606028.8
0,32,1,2048,true,1,4,1626712,276480.0
0,32,1,2048,false,1,4,1608957,278528.0
0,32,1,1024,true,1,8,2189581,933376.0
0,32,1,2048,true,1,1,1209281,161996.8
0,32,1,2048,false,1,1,1201942,161689.6
0,32,1,8192,true,1,8,5016714,6606028.8
0,32,1,16384,true,1,8,8658018,13212057.6
0,32,1,1024,false,0,4,1403898,146227.2
0,32,1,16384,false,2,1,1999188,1153433.6
0,32,1,4096,false,1,8,2634626,1048576.0
0,32,1,4096,true,1,8,3457432,3355443.2
0,32,1,16384,false,0,8,5049386,4194304.0
0,32,1,4096,false,0,1,1240590,135372.8
0,32,1,4096,true,0,1,1247688,135168.0
0,32,1,16384,false,1,1,1797711,528281.6
0,32,1,4096,true,2,8,3420039,3355443.2
0,32,1,4096,false,2,8,3407920,3355443.2
0,32,1,8192,false,0,4,2250981,1048576.0
0,32,1,16384,true,0,1,1683866,528588.8
0,32,1,8192,true,0,1,1375213,266649.6
0,32,1,8192,true,2,8,3592566,2097152.0
0,32,1,16384,true,2,8,5590999,4194304.0
0,32,1,2048,false,2,1,1226175,69734.4
0,32,1,2048,true,0,8,2175055,542720.0
0,32,1,1024,true,0,1,1104724,37068.8
0,32,1,2048,true,2,1,1245804,159846.4
0,32,1,1024,true,2,8,2198392,920064.0
0,32,1,2048,false,0,8,2181945,550297.6
0,32,1,16384,true,0,4,3211666,2097152.0
0,32,1,8192,true,0,4,2222221,1048576.0
0,32,1,2048,false,2,4,1760452,872550.4
0,32,1,1024,true,0,4,1423063,146432.0
0,32,1,2048,true,2,4,1824898,866611.2
0,32,1,4096,true,0,4,1820382,541491.2
0,32,1,4096,false,0,4,1799241,540876.8
0,32,1,16384,false,1,4,3231171,2097152.0
0,32,1,8192,false,0,1,1392519,266240.0
0,32,1,1024,false,1,8,2056645,916889.6
0,32,1,8192,false,2,8,5076496,6606028.8
0,32,1,4096,true,0,8,2621354,1048576.0
0,32,1,4096,false,0,8,2605198,1048576.0
0,32,1,16384,false,1,8,5140438,4089446.4
0,32,1,4096,false,2,1,1383956,135168.0
0,32,1,4096,true,2,1,1378242,288153.6
0,32,1,1024,false,1,4,1580668,464588.8
0,32,1,8192,false,2,4,6542032,1048576.0
0,32,1,16384,true,0,8,5175529,4194304.0
0,32,1,8192,true,0,8,3478422,2097152.0
0,32,1,8192,true,2,1,1592594,266035.2
0,32,1,16384,true,2,1,1920970,528281.6
0,32,1,2048,false,2,8,2273599,549171.2
0,32,1,2048,true,0,1,1172983,69632.0
0,32,1,1024,true,0,8,1954488,287539.2
0,32,1,2048,true,2,8,2637469,1782579.2
0,32,1,1024,true,2,1,1172515,36761.6
0,32,1,2048,false,0,1,1164840,69427.2
0,32,1,8192,true,2,4,3005380,3355443.2
0,32,1,16384,true,2,4,8598312,6710886.4
0,32,1,2048,true,0,4,1550017,279040.0
0,32,1,1024,true,2,4,1551530,463974.4
0,32,1,2048,false,0,4,1555735,276582.4
0,32,1,4096,true,2,4,2042599,537088.0
0,32,1,4096,false,2,4,1943895,541593.6
0,32,1,8192,false,0,8,3505076,2097152.0
0,32,1,1024,false,1,1,1180304,37068.8
0,32,1,8192,false,2,1,1605985,583577.6
0,32,1,1024,false,0,8,1827739,290508.8
0,32,1,8192,false,1,1,1502799,266137.6
0,32,1,1024,false,2,1,1187572,83968.0
0,32,1,4096,false,1,4,1866896,536576.0
0,32,1,4096,true,1,4,1875445,540774.4
0,32,1,16384,false,0,4,3175924,2097152.0
0,32,1,1024,true,1,4,1559036,462028.8
0,32,1,8192,true,1,4,2875372,3355443.2
0,32,1,16384,true,1,4,3253965,2097152.0
0,32,1,1024,true,1,1,1159785,36966.4
0,32,1,2048,true,1,8,2069425,548659.2
0,32,1,2048,false,1,8,2450486,1782579.2
0,32,1,8192,true,1,1,1503202,608563.2
0,32,1,16384,true,1,1,1883592,1153433.6
0,32,1,8192,false,1,4,2364809,1048576.0
0,32,1,1024,false,2,4,1545367,465715.2
0,32,1,16384,false,2,8,5204325,4194304.0
0,32,1,4096,true,1,1,1308558,317644.8
0,32,1,4096,false,1,1,1274319,135168.0
0,32,1,16384,false,0,1,1691503,528486.4
0,1,3,4096,true,1,8,1050921,33894.4
0,1,3,8192,true,1,8,1113367,217804.8
0,1,3,4096,false,2,4,1046468,59392.0
0,1,3,2048,false,0,4,1017562,8908.8
0,1,3,1024,false,2,4,1014221,4710.4
0,1,3,16384,true,1,1,1022307,33280.0
0,1,3,2048,true,0,4,1052477,8806.4
0,1,3,8192,false,2,4,1072365,116633.6
0,1,3,16384,false,2,4,1163056,215449.6
0,1,3,1024,false,0,8,999381,9318.4
0,1,3,2048,false,0,1,1007246,2457.6
0,1,3,1024,false,2,1,1017910,3584.0
0,1,3,16384,true,1,4,1049119,66150.4
0,1,3,2048,false,2,8,1073245,55910.4
0,1,3,1024,true,1,8,1041168,29081.6
0,1,3,16384,false,0,8,1131535,132300.8
0,1,3,8192,false,0,8,1080548,66764.8
0,1,3,2048,true,0,1,1024562,2150.4
0,1,3,2048,true,2,8,1054822,61132.8
0,1,3,8192,false,2,1,1022881,16793.6
0,1,3,16384,false,2,1,1022114,33382.4
0,1,3,4096,false,0,8,1050471,33996.8
0,1,3,4096,false,2,1,1009102,8704.0
0,1,3,8192,true,0,4,1043298,33484.8
0,1,3,4096,false,1,1,990258,8704.0
0,1,3,4096,true,0,4,1044349,17203.2
0,1,3,8192,false,1,1,1012677,25088.0
0,1,3,2048,true,1,8,1050386,52736.0
0,1,3,16384,false,1,1,1002046,33382.4
0,1,3,1024,true,0,1,1009355,1433.6
0,1,3,1024,true,2,8,1126777,31436.8
0,1,3,2048,false,1,8,1036600,17408.0
0,1,3,16384,true,2,4,1115635,231321.6
0,1,3,1024,false,1,1,1010778,2457.6
0,1,3,8192,false,1,4,1053685,101273.6
0,1,3,16384,false,1,4,1075171,214937.6
0,1,3,1024,true,0,4,986013,4812.8
0,1,3,16384,true,2,1,999308,33177.6
0,1,3,1024,false,1,4,1012418,4505.6
0,1,3,16384,true,0,8,1127063,115814.4
0,1,3,8192,true,0,1,1029860,8704.0
0,1,3,4096,false,1,4,1031748,16998.4
0,1,3,8192,true,2,8,1119854,216576.0
0,1,3,4096,true,2,8,1081304,101785.6
0,1,3,4096,true,0,1,1026158,4403.2
0,1,3,4096,false,1,8,1079446,111206.4
0,1,3,8192,true,2,4,1068876,100044.8
0,1,3,4096,true,2,4,1037168,16896.0
0,1,3,8192,false,1,8,1095848,208384.0
0,1,3,2048,true,1,1,990019,4710.4
0,1,3,16384,false,1,8,1195078,413081.6
0,1,3,1024,true,0,8,995620,9420.8
0,1,3,1024,true,2,1,992883,3788.8
0,1,3,2048,false,1,1,1003293,4608.0
0,1,3,1024,false,1,8,1087289,30208.0
0,1,3,16384,true,0,4,1061883,66252.8
0,1,3,2048,true,1,4,1010304,27648.0
0,1,3,1024,true,2,4,1012811,14028.8
0,1,3,2048,false,1,4,1011958,27033.6
0,1,3,16384,true,2,8,1178714,132198.4
0,1,3,16384,true,0,1,1014709,16691.2
0,1,3,8192,true,0,8,1060838,66764.8
0,1,3,8192,true,2,1,1019053,25292.8
0,1,3,4096,true,2,1,1005772,8601.6
0,1,3,4096,true,0,8,1052726,33894.4
0,1,3,4096,true,1,1,995647,8806.4
0,1,3,4096,false,0,4,1020867,17100.8
0,1,3,8192,true,1,1,1018647,16998.4
0,1,3,1024,false,0,4,991836,4710.4
0,1,3,16384,true,1,8,1194023,413184.0
0,1,3,2048,false,2,4,1033829,27545.6
0,1,3,1024,true,1,4,1041153,15257.6
0,1,3,16384,false,0,4,1081550,66457.6
0,1,3,8192,false,0,4,1033429,33484.8
0,1,3,2048,true,2,4,1003073,26419.2
0,1,3,1024,false,0,1,1015213,1331.2
0,1,3,2048,false,0,8,1020518,17715.2
0,1,3,1024,false,2,8,1048234,27955.2
0,1,3,2048,false,2,1,1009300,6860.8
0,1,3,1024,true,1,1,992937,3788.8
0,1,3,16384,false,0,1,1017753,16896.0
0,1,3,8192,false,0,1,1012899,8499.2
0,1,3,2048,true,0,8,1022603,15360.0
0,1,3,2048,true,2,1,1010338,4710.4
0,1,3,8192,false,2,8,1113710,217804.8
0,1,3,16384,false,2,8,1248857,415436.8
0,1,3,4096,true,1,4,1024977,52121.6
0,1,3,4096,false,0,1,1017964,4505.6
0,1,3,8192,true,1,4,1043669,33280.0
0,1,3,4096,false,2,8,1107919,105984.0
0,16,1,8192,false,0,4,1600014,532582.4
0,16,1,16384,false,1,1,1467078,562176.0
0,16,1,4096,true,0,1,1131000,67584.0
0,16,1,4096,false,2,8,1925409,519680.0
0,16,1,4096,true,2,8,1853285,532684.8
0,16,1,4096,false,0,1,1105690,67686.4
0,16,1,1024,true,0,1,1074839,18534.4
0,16,1,2048,true,0,8,1692573,271462.4
0,16,1,2048,false,0,8,1519476,271974.4
0,16,1,2048,false,2,1,1143954,78950.4
0,16,1,1024,true,2,8,1563310,146329.6
0,16,1,2048,true,2,1,1123420,83251.2
0,16,1,8192,true,0,1,1191767,133324.8
0,16,1,16384,true,0,1,1373836,264396.8
0,16,1,16384,true,2,8,3251793,2097152.0
0,16,1,8192,true,2,8,2371264,1014886.4
0,16,1,1024,true,0,4,1212318,73728.0
0,16,1,2048,false,2,4,1334028,139571.2
0,16,1,2048,true,2,4,1413049,435507.2
0,16,1,8192,true,0,4,1765748,515584.0
0,16,1,16384,true,0,4,2163068,1048576.0
0,16,1,8192,false,2,8,2986350,3355443.2
0,16,1,8192,false,0,1,1174146,133324.8
0,16,1,1024,false,1,8,1560263,467763.2
0,16,1,16384,false,1,4,2703881,3250585.6
0,16,1,4096,true,0,4,1417392,270643.2
0,16,1,4096,false,0,4,1406949,270438.4
0,16,1,16384,false,2,4,2404417,1039974.4
0,16,1,1024,false,2,8,1447952,147456.0
0,16,1,1024,false,0,1,1045729,18534.4
0,16,1,8192,false,1,8,2218835,1048576.0
0,16,1,2048,false,1,4,1298362,137216.0
0,16,1,2048,true,1,4,1276296,137318.4
0,16,1,16384,true,1,8,3183296,2097152.0
0,16,1,8192,true,1,8,2870704,3355443.2
0,16,1,2048,false,1,1,1137210,77004.8
0,16,1,2048,true,1,1,1108052,34918.4
0,16,1,1024,true,1,8,1571009,462028.8
0,16,1,4096,true,1,8,2296288,1677721.6
0,16,1,16384,false,0,8,3050548,2097152.0
0,16,1,16384,false,2,1,1529813,628019.2
0,16,1,4096,false,1,8,1757685,535961.6
0,16,1,1024,false,0,4,1200604,72396.8
0,16,1,4096,true,1,4,1555384,851353.6
0,16,1,16384,false,0,4,2103340,1040179.2
0,16,1,4096,false,1,4,1427104,270438.4
0,16,1,1024,false,2,1,1141446,18432.0
0,16,1,1024,false,0,8,1393709,145510.4
0,16,1,8192,false,1,1,1245676,300134.4
0,16,1,16384,true,1,4,2401667,1048576.0
0,16,1,8192,true,1,4,1980626,1677721.6
0,16,1,1024,true,1,4,1276310,234803.2
0,16,1,16384,true,1,1,1425501,264294.4
0,16,1,8192,true,1,1,1230747,133017.6
0,16,1,2048,false,1,8,1525648,271769.6
0,16,1,2048,true,1,8,1733158,872652.8
0,16,1,1024,true,1,1,1099571,43212.8
0,16,1,4096,true,1,1,1161398,67686.4
0,16,1,16384,false,0,1,1370324,264089.6
0,16,1,16384,false,2,8,4760472,6501171.2
0,16,1,4096,false,1,1,1162363,67584.0
0,16,1,1024,false,2,4,1278094,73728.0
0,16,1,8192,false,1,4,1667840,524390.4
0,16,1,8192,false,2,4,1784651,532275.2
0,16,1,1024,false,1,4,1258611,73728.0
0,16,1,16384,false,1,8,3304376,2097152.0
0,16,1,4096,false,2,1,1205499,67686.4
0,16,1,4096,true,0,8,1888479,524083.2
0,16,1,4096,false,0,8,1883763,528076.8
0,16,1,4096,true,2,1,1199848,135884.8
0,16,1,1024,true,0,8,1400091,143974.4
0,16,1,2048,true,0,1,1087760,34816.0
0,16,1,2048,false,0,1,1112009,34816.0
0,16,1,2048,false,2,8,1683241,270028.8
0,16,1,1024,true,2,1,1131488,39833.6
0,16,1,2048,true,2,8,1739261,868249.6
0,16,1,8192,true,0,8,2280212,1048166.4
0,16,1,16384,true,0,8,3033256,2097152.0
0,16,1,16384,true,2,1,1473077,264192.0
0,16,1,8192,true,2,1,1297774,308326.4
0,16,1,2048,true,0,4,1296984,137318.4
0,16,1,2048,false,0,4,1280333,139366.4
0,16,1,1024,true,2,4,1422829,232755.2
0,16,1,16384,true,2,4,2365714,1048576.0
0,16,1,8192,true,2,4,1957575,1677721.6
0,16,1,8192,false,2,1,1297326,283545.6
0,16,1,8192,false,0,8,2301711,1047756.8
0,16,1,1024,false,1,1,1100310,18432.0
0,16,1,4096,false,2,4,1556442,270438.4
0,16,1,4096,true,2,4,1494054,266547.2
0,1,4,2048,true,2,1,987525,6656.0
0,1,4,2048,false,0,4,1020262,9011.2
0,1,4,1024,false,2,4,1052617,15974.4
0,1,4,2048,true,0,8,1035984,17715.2
0,1,4,1024,true,1,1,982575,4198.4
0,1,4,8192,false,2,4,1051559,100147.2
0,1,4,16384,false,2,4,1097654,199065.6
0,1,4,8192,true,1,4,1077199,108441.6
0,1,4,4096,true,1,4,1031738,64102.4
0,1,4,4096,false,2,4,1036177,59904.0
0,1,4,8192,true,1,1,1017927,25088.0
0,1,4,4096,true,1,1,1000796,13004.8
0,1,4,4096,false,0,8,1041062,34099.2
0,1,4,4096,false,2,1,1017000,8806.4
0,1,4,2048,true,2,4,1036470,27648.0
0,1,4,1024,false,0,8,1038454,9216.0
0,1,4,2048,false,0,1,1009429,2252.8
0,1,4,1024,false,2,1,988271,3072.0
0,1,4,2048,false,2,8,1049634,54681.6
0,1,4,1024,true,1,4,1005973,15257.6
0,1,4,16384,false,0,8,1117910,132096.0
0,1,4,8192,false,0,8,1094363,66662.4
0,1,4,16384,true,1,8,1232186,415436.8
0,1,4,8192,false,2,1,1029192,16998.4
0,1,4,16384,false,2,1,1024674,33280.0
0,1,4,8192,false,1,1,1010947,16896.0
0,1,4,16384,true,0,1,1024539,16793.6
0,1,4,16384,false,1,1,998195,50176.0
0,1,4,16384,true,2,8,1211775,398745.6
0,1,4,2048,false,1,8,1066221,53760.0
0,1,4,1024,false,1,1,996470,2867.2
0,1,4,1024,true,2,4,1023557,15872.0
0,1,4,2048,true,1,4,1006157,27033.6
0,1,4,4096,false,1,1,998170,8806.4
0,1,4,4096,true,0,8,1031787,30003.2
0,1,4,4096,true,2,1,996410,8704.0
0,1,4,8192,true,2,1,1021739,17203.2
0,1,4,8192,true,0,8,1060574,58572.8
0,1,4,4096,false,1,4,1025095,50995.2
0,1,4,4096,true,2,4,1027779,50995.2
0,1,4,8192,true,2,4,1085214,100761.6
0,1,4,16384,true,0,4,1076654,66252.8
0,1,4,8192,false,1,4,1059555,108339.2
0,1,4,16384,false,1,4,1099719,198348.8
0,1,4,1024,false,1,4,1011923,15872.0
0,1,4,1024,true,2,1,994320,2662.4
0,1,4,1024,true,0,8,1028910,9420.8
0,1,4,2048,true,1,1,989930,4505.6
0,1,4,8192,false,1,8,1108901,211558.4
0,1,4,16384,true,0,8,1164574,132505.6
0,1,4,16384,false,1,8,1222966,415436.8
0,1,4,16384,true,2,1,1026613,33382.4
0,1,4,2048,false,1,1,1006492,2252.8
0,1,4,1024,false,1,8,1091489,33689.6
0,1,4,1024,true,0,4,992336,4812.8
0,1,4,4096,true,0,1,1008668,4403.2
0,1,4,4096,false,1,8,1075596,112435.2
0,1,4,4096,true,2,8,1080996,109363.2
0,1,4,8192,true,2,8,1156332,209408.0
0,1,4,8192,true,0,1,1015140,8499.2
0,1,4,4096,true,0,4,1055353,17203.2
0,1,4,8192,true,0,4,1035528,33484.8
0,1,4,16384,true,2,4,1111168,215449.6
0,1,4,2048,false,1,4,1006296,29696.0
0,1,4,1024,true,2,8,1058772,9216.0
0,1,4,1024,true,0,1,996758,1433.6
0,1,4,2048,true,1,8,1025042,58982.4
0,1,4,2048,true,2,8,1061460,52633.6
0,1,4,1024,false,0,4,1002262,4710.4
0,1,4,2048,true,0,1,1004742,2662.4
0,1,4,2048,false,2,4,1019837,29184.0
0,1,4,1024,true,1,8,1063846,31334.4
0,1,4,16384,false,0,4,1077941,66355.2
0,1,4,16384,true,1,4,1102417,215552.0
0,1,4,8192,false,0,4,1044713,33792.0
0,1,4,4096,false,0,4,1015800,17100.8
0,1,4,8192,true,1,8,1060146,66560.0
0,1,4,4096,false,0,1,1032670,4505.6
0,1,4,4096,true,1,8,1047829,101990.4
0,1,4,4096,false,2,8,1093112,108236.8
0,1,4,1024,false,0,1,994885,1433.6
0,1,4,2048,false,0,8,1024825,17612.8
0,1,4,1024,false,2,8,1052665,9318.4
0,1,4,2048,true,0,4,1024869,8806.4
0,1,4,2048,false,2,1,991806,4710.4
0,1,4,16384,false,0,1,1041005,16998.4
0,1,4,8192,false,0,1,1002223,8704.0
0,1,4,16384,true,1,1,1010332,49868.8
0,1,4,8192,false,2,8,1176581,217804.8
0,1,4,16384,false,2,8,1255533,414208.0
0,1,5,4096,true,2,8,1091995,115302.4
0,1,5,1024,false,1,4,1042044,15360.0
0,1,5,4096,true,0,1,1018560,4403.2
0,1,5,8192,true,0,1,1015291,8499.2
0,1,5,8192,false,1,4,1057800,117862.4
0,1,5,8192,true,2,8,1105869,203366.4
0,1,5,16384,false,1,4,1105486,215449.6
0,1,5,16384,true,2,1,1027533,50176.0
0,1,5,16384,true,0,8,1136670,132198.4
0,1,5,1024,true,0,4,1013962,5120.0
0,1,5,4096,false,1,4,1019073,52121.6
0,1,5,16384,true,2,4,1093805,198348.8
0,1,5,1024,true,0,1,1010199,1536.0
0,1,5,2048,true,1,8,1025355,55808.0
0,1,5,1024,true,2,8,1073536,31232.0
0,1,5,4096,false,1,1,1018937,9216.0
0,1,5,1024,false,1,1,1004059,2867.2
0,1,5,2048,false,1,8,1043694,56832.0
0,1,5,4096,true,0,4,1026696,17305.6
0,1,5,8192,true,0,4,1063598,33587.2
0,1,5,8192,false,1,1,1025847,17408.0
0,1,5,16384,false,1,1,1023997,50073.6
0,1,5,8192,false,2,1,1023949,16998.4
0,1,5,16384,false,2,1,1046135,49868.8
0,1,5,16384,false,0,8,1127731,132505.6
0,1,5,8192,false,0,8,1075679,66867.2
0,1,5,2048,false,2,8,1082260,54784.0
