simulation_number,publisher_number,subscriber_number,message_size,retain,qos,topics,ram_usage,database_size
0,4,1,1024,true,1,1,1021640,9625.6
0,4,1,1024,false,1,8,1118768,36761.6
0,4,1,2048,false,1,1,1043197,21913.6
0,4,1,8192,true,1,4,1214608,416460.8
0,4,1,4096,false,1,8,1232877,134860.8
0,4,1,4096,true,1,4,1107679,67686.4
0,4,1,4096,true,2,4,1168352,215859.2
0,4,1,4096,false,2,8,1335603,419532.8
0,4,1,8192,true,2,4,1191202,133017.6
0,4,1,4096,false,0,1,1039582,16998.4
0,4,1,16384,true,0,4,1307691,264396.8
0,4,1,2048,false,2,1,1052366,8704.0
0,4,1,1024,false,2,8,1149126,36864.0
0,4,1,2048,false,0,8,1145864,69939.2
0,4,1,1024,false,0,1,1025238,4710.4
0,4,1,16384,false,2,8,1611958,511692.8
0,4,1,1024,true,2,1,1062011,4710.4
0,4,1,8192,false,2,8,1461470,266240.0
0,4,1,8192,false,0,1,1049990,33382.4
0,4,1,1024,true,0,8,1110097,37171.2
0,4,1,16384,false,0,1,1112603,66150.4
0,4,1,2048,true,1,1,1039281,19865.6
0,4,1,16384,true,0,1,1113633,66252.8
0,4,1,2048,false,2,4,1119695,34918.4
0,4,1,1024,false,0,4,1050509,18329.6
0,4,1,16384,true,2,8,1862887,1677721.6
0,4,1,1024,true,2,4,1099142,59596.8
0,4,1,8192,false,0,4,1160990,133222.4
0,4,1,16384,false,0,4,1306153,264396.8
0,4,1,2048,true,1,4,1077973,34713.6
0,4,1,4096,true,0,8,1202917,131174.4
0,4,1,4096,true,2,1,1055625,38297.6
0,4,1,8192,true,2,1,1091659,66867.2
0,4,1,4096,false,0,4,1106060,67788.8
0,4,1,8192,true,0,8,1284167,258048.0
0,5,1,16384,true,1,4,1594428,1024409.6
0,5,1,4096,false,0,4,1119192,84684.8
0,5,1,1024,true,1,8,1142202,45875.2
0,5,1,2048,true,0,1,1052083,11059.2
0,5,1,2048,true,2,8,1202134,86937.6
0,5,1,8192,false,0,4,1171371,166297.6
0,5,1,16384,false,0,4,1399651,330444.8
0,5,1,2048,false,2,4,1116727,43520.0
0,5,1,1024,false,0,4,1068809,22937.6
0,5,1,16384,false,2,8,1782143,643993.6
0,5,1,8192,false,2,8,1478904,332800.0
0,5,1,8192,false,0,1,1074494,41779.2
0,5,1,16384,false,0,1,1138613,82432.0
0,5,1,4096,true,1,8,1239430,164761.6
0,5,1,1024,false,2,8,1152608,46182.4
0,5,1,8192,true,1,8,1395969,332902.4
0,5,1,2048,false,2,1,1043262,10854.4
0,5,1,1024,false,0,1,1018681,5734.4
0,5,1,2048,false,0,8,1174224,87142.4
0,5,1,4096,false,2,8,1271738,169164.8
0,5,1,16384,true,1,1,1181372,181862.4
0,5,1,4096,false,0,1,1062986,21299.2
0,5,1,2048,true,0,4,1120893,43724.8
0,5,1,1024,true,0,4,1045714,23142.4
0,5,1,16384,true,2,1,1195585,165376.0
0,5,1,4096,false,1,8,1353132,521113.6
0,5,1,16384,true,0,8,1653913,660582.4
0,5,1,8192,true,0,1,1065652,41676.8
0,5,1,2048,false,1,1,1054885,10956.8
0,5,1,8192,true,2,8,1657410,1033113.6
0,5,1,1024,false,1,8,1184029,45056.0
0,5,1,4096,true,2,8,1291971,164864.0
0,5,1,16384,false,1,8,1664357,627609.6
0,5,1,4096,true,0,1,1055778,21196.8
0,5,1,8192,false,1,8,1365697,333004.8
0,5,1,8192,true,0,4,1193235,166502.4
0,5,1,2048,false,1,4,1101540,139878.4
0,5,1,4096,true,0,4,1136365,84684.8
0,5,1,2048,true,1,8,1223052,271155.2
0,5,1,1024,true,0,1,1013741,5734.4
0,5,1,1024,true,2,8,1193412,147660.8
0,5,1,16384,true,2,4,1509447,330444.8
0,5,1,2048,true,1,4,1106780,133632.0
0,5,1,1024,true,2,4,1121001,72294.4
0,5,1,16384,true,2,8,1803738,660582.4
0,5,1,4096,false,1,1,1077274,21094.4
0,5,1,16384,true,0,1,1142416,82534.4
0,5,1,8192,true,0,8,1367322,333004.8
0,5,1,2048,false,1,8,1227783,264806.4
0,5,1,1024,false,1,1,1047326,13004.8
0,5,1,8192,true,2,1,1103092,41472.0
0,5,1,4096,true,2,1,1094098,21196.8
0,5,1,4096,true,0,8,1238994,165068.8
0,5,1,16384,false,1,1,1160695,82534.4
0,5,1,8192,false,1,1,1098561,100044.8
0,5,1,8192,true,2,4,1371799,541286.4
0,5,1,1024,false,1,4,1114720,23244.8
0,5,1,4096,true,2,4,1181292,84684.8
0,5,1,16384,false,1,4,1762126,1040998.4
0,5,1,8192,false,1,4,1246057,166502.4
0,5,1,2048,true,1,1,1039306,10854.4
0,5,1,1024,true,0,8,1096736,46284.8
0,5,1,1024,true,2,1,1026107,14131.2
0,5,1,4096,false,1,4,1200173,262860.8
0,5,1,16384,true,0,4,1365674,330137.6
0,5,1,4096,false,2,4,1239038,266956.8
0,5,1,1024,true,1,1,1050265,12902.4
0,5,1,2048,true,0,8,1350749,82739.2
0,5,1,2048,true,2,1,1065789,10854.4
0,5,1,16384,false,2,4,1470855,330137.6
0,5,1,8192,false,2,4,1234753,166400.0
0,5,1,4096,true,1,4,1206791,275353.6
0,5,1,1024,false,2,4,1097359,73216.0
0,5,1,8192,true,1,4,1255862,508211.2
0,5,1,2048,false,0,4,1091235,41472.0
0,5,1,16384,false,2,1,1181794,198348.8
0,5,1,8192,false,2,1,1098743,91750.4
0,5,1,8192,false,0,8,1380090,332697.6
0,5,1,4096,true,1,1,1058699,21196.8
0,5,1,16384,false,0,8,1689033,627712.0
0,5,1,8192,true,1,1,1114630,41676.8
0,5,1,1024,false,2,1,1049481,5734.4
0,5,1,2048,false,2,8,1269923,271257.6
0,5,1,1024,false,0,8,1103101,46080.0
0,5,1,2048,false,0,1,1036615,10956.8
0,5,1,4096,false,2,1,1087273,21196.8
0,5,1,16384,true,1,8,1660875,643993.6
0,5,1,4096,false,0,8,1394268,143769.6
0,5,1,1024,true,1,4,1076450,23244.8
0,5,1,2048,true,2,4,1295320,41164.8
0,1,7,1024,true,0,1,990000,1536.0
0,1,7,2048,true,1,8,1045064,55910.4
0,1,7,1024,false,2,1,1001050,3072.0
0,1,7,2048,false,2,8,1074326,57958.4
0,1,7,1024,false,0,8,1024033,9728.0
0,1,7,2048,false,0,1,1030643,2457.6
0,1,7,1024,true,2,8,1081178,30310.4
0,1,7,16384,false,2,1,1031367,33792.0
0,1,7,8192,false,2,1,1034314,17408.0
0,1,7,16384,true,2,4,1193540,216678.4
0,1,7,8192,false,0,8,1049510,67072.0
0,1,7,16384,false,0,8,1150820,132300.8
0,1,7,8192,true,0,4,1041177,33484.8
0,1,7,4096,false,2,1,1017769,13312.0
0,1,7,4096,false,0,8,1037398,33996.8
0,1,7,4096,true,0,4,1023981,17408.0
0,1,7,8192,true,0,1,1035312,8908.8
0,1,7,8192,true,2,8,1216135,227123.2
0,1,7,4096,false,2,4,1058282,53350.4
0,1,7,4096,true,2,8,1104914,109260.8
0,1,7,4096,true,0,1,1033473,4608.0
0,1,7,1024,true,0,4,989847,5017.6
0,1,7,1024,false,2,4,1009982,14028.8
0,1,7,2048,false,0,4,1016478,9011.2
0,1,7,16384,false,2,4,1141026,200806.4
0,1,7,16384,true,2,1,1028061,33792.0
0,1,7,8192,false,2,4,1071369,101273.6
0,1,7,16384,true,0,8,1130675,132505.6
0,1,7,16384,false,1,4,1103606,199065.6
0,1,7,8192,false,1,4,1059714,118476.8
0,1,7,16384,true,1,1,1046082,33792.0
0,1,7,2048,true,0,4,1017185,9216.0
0,1,7,1024,false,1,4,1046146,15872.0
0,1,7,4096,true,1,8,1076997,108236.8
0,1,7,4096,false,1,4,1031392,55193.6
0,1,7,8192,true,1,8,1099052,211558.4
0,1,7,4096,false,1,1,1019681,13312.0
0,1,7,16384,false,1,1,1032982,50073.6
0,1,7,16384,true,1,4,1104713,200806.4
0,1,7,8192,false,1,1,1009969,25292.8
0,1,7,2048,true,0,1,1004520,2560.0
0,1,7,1024,true,1,8,1061660,33382.4
0,1,7,2048,false,1,8,1052433,55705.6
0,1,7,1024,false,1,1,992337,4403.2
0,1,7,2048,true,2,8,1059570,56934.4
0,1,7,16384,true,1,8,1208107,430694.4
0,1,7,1024,true,1,4,1036303,17612.8
0,1,7,2048,false,1,4,1009415,26419.2
0,1,7,2048,true,2,4,1020304,29184.0
0,1,7,4096,true,1,1,1014773,9011.2
0,1,7,8192,true,1,1,1020555,25702.4
0,1,7,4096,true,1,4,1017146,52121.6
0,1,7,4096,false,1,8,1079509,112435.2
0,1,7,8192,true,1,4,1077066,101990.4
0,1,7,16384,false,1,8,1211232,430694.4
0,1,7,8192,false,1,8,1108293,218828.8
0,1,7,2048,true,0,8,1034340,17715.2
0,1,7,1024,true,1,1,1011243,3276.8
0,1,7,2048,false,1,1,992505,5324.8
0,1,7,2048,true,2,1,1005684,6860.8
0,1,7,1024,false,1,8,1044849,32358.4
0,1,7,1024,true,0,8,1009688,9420.8
0,1,7,1024,false,2,8,1125696,30105.6
0,1,7,2048,true,1,1,1005909,7168.0
0,1,7,2048,false,2,1,996929,4915.2
0,1,7,1024,false,0,1,1019755,1638.4
0,1,7,2048,false,0,8,954368,17817.6
0,1,7,1024,true,2,1,995467,3788.8
0,1,7,16384,false,2,8,1251396,399872.0
0,1,7,8192,false,2,8,1126957,210432.0
0,1,7,8192,false,0,1,1027468,8908.8
0,1,7,16384,true,0,4,1059392,66560.0
0,1,7,16384,false,0,1,1051598,17100.8
0,1,7,8192,true,2,4,1057712,101888.0
0,1,7,4096,false,2,8,1101210,107110.4
0,1,7,4096,true,2,4,1048074,52838.4
0,1,7,4096,false,0,1,1024950,4608.0
0,1,7,8192,true,0,8,1076552,66867.2
0,1,7,8192,true,2,1,1023214,17203.2
0,1,7,4096,true,2,1,1008672,9011.2
0,1,7,4096,false,0,4,1030785,17203.2
0,1,7,4096,true,0,8,1053482,33996.8
0,1,7,2048,true,1,4,1010630,27648.0
0,1,7,2048,false,2,4,1029359,28262.4
0,1,7,1024,false,0,4,1011761,5017.6
0,1,7,1024,true,2,4,1047060,16998.4
0,1,7,16384,true,2,8,1233368,396800.0
0,1,7,16384,true,0,1,1062924,16896.0
0,1,7,8192,false,0,4,1034595,33689.6
0,1,7,16384,false,0,4,1099310,66252.8
0,1,1,1024,true,1,8,1055559,29184.0
0,1,1,2048,true,0,1,1007115,2150.4
0,1,1,2048,true,2,8,1015649,52633.6
0,1,1,1024,false,1,1,1009407,1228.8
0,1,1,2048,false,1,8,1022536,52531.2
0,1,1,1024,false,1,4,1014277,14131.2
0,1,1,2048,true,0,4,1013020,8806.4
0,1,1,1024,true,0,4,982972,4710.4
0,1,1,2048,false,0,4,988501,8806.4
0,1,1,1024,false,2,4,1043781,15257.6
0,1,1,2048,false,0,1,979406,2150.4
0,1,1,1024,false,0,8,1011637,9318.4
0,1,1,2048,false,2,8,1030334,52633.6
0,1,1,1024,false,2,1,1001414,1228.8
0,1,1,2048,true,1,8,5116789,52633.6
0,1,1,1024,true,0,1,989944,1331.2
0,1,1,1024,true,2,8,1116424,28160.0
0,1,1,2048,true,1,4,1020342,8704.0
0,1,1,1024,true,2,4,1043182,15155.2
0,1,1,1024,false,0,4,993795,3481.6
0,1,1,2048,false,2,4,1007129,26316.8
0,1,1,2048,false,0,8,1001135,17408.0
0,1,1,1024,false,0,1,982670,1331.2
0,1,1,2048,false,2,1,975264,4505.6
0,1,1,1024,false,2,8,1086438,28160.0
0,1,1,2048,true,1,1,989670,2150.4
0,1,1,1024,true,0,8,999175,9113.6
0,1,1,1024,true,2,1,993891,1228.8
0,1,1,1024,true,1,1,995334,3584.0
0,1,1,2048,true,0,8,1009651,17510.4
0,1,1,2048,true,2,1,968639,2150.4
0,1,1,1024,false,1,8,1075603,29184.0
0,1,1,2048,false,1,1,969548,4505.6
0,1,1,2048,false,1,4,986070,8704.0
0,1,1,1024,true,1,4,1028105,14131.2
0,1,1,2048,true,2,4,1008280,8806.4
0,1,6,4096,true,1,1,992765,9011.2
0,1,6,1024,false,1,1,1019756,3072.0
0,1,6,2048,false,1,8,1045652,56934.4
0,1,6,16384,false,1,1,1040229,33792.0
0,1,6,8192,false,1,1,1019536,17203.2
0,1,6,8192,true,1,1,1016816,17203.2
0,1,6,16384,true,1,8,1212651,415334.4
0,1,6,4096,false,1,1,999932,8806.4
0,1,6,2048,true,2,4,1022763,27545.6
0,1,6,1024,true,1,4,1015285,15872.0
0,1,6,4096,false,1,4,1031047,50995.2
0,1,6,2048,true,2,1,1017621,4915.2
0,1,6,2048,true,0,8,1036939,15667.2
0,1,6,1024,true,1,1,1001693,3584.0
0,1,6,4096,true,1,4,1033834,61132.8
0,1,6,1024,false,1,4,1024698,15769.6
0,1,6,16384,false,1,4,1092602,198451.2
0,1,6,8192,false,1,4,1044518,108339.2
0,1,6,8192,true,1,4,1051488,119091.2
0,1,6,8192,true,2,4,1053856,117862.4
0,1,6,16384,false,2,4,1100849,200704.0
0,1,6,8192,false,2,4,1051961,110182.4
0,1,6,2048,false,0,4,1035423,8806.4
0,1,6,4096,true,2,4,1035716,52121.6
0,1,6,1024,false,2,4,1038219,16486.4
0,1,6,1024,true,2,1,1007712,2867.2
0,1,6,1024,true,0,8,1010954,9318.4
0,1,6,4096,false,2,4,1063441,59392.0
0,1,6,2048,true,1,1,1011444,7065.6
0,1,6,16384,true,0,4,1092579,66355.2
0,1,6,4096,false,0,8,1036857,34304.0
0,1,6,1024,true,2,4,1052426,15257.6
0,1,6,4096,false,2,1,1012371,9216.0
0,1,6,2048,true,1,4,1005947,29696.0
0,1,6,16384,true,0,1,1053925,16896.0
0,1,6,16384,true,2,8,1211650,397824.0
0,1,6,8192,true,2,1,1030957,16793.6
0,1,6,8192,false,0,8,1074768,66969.6
0,1,6,16384,false,0,8,1118941,116121.6
0,1,6,16384,false,2,1,1042548,33792.0
0,1,6,8192,true,0,8,1068038,66560.0
0,1,6,8192,false,2,1,1018854,17408.0
0,1,6,2048,false,0,1,1026420,2457.6
0,1,6,1024,false,0,8,1029961,9420.8
0,1,6,4096,true,0,8,1064356,34304.0
0,1,6,4096,true,2,1,1023131,8806.4
0,1,6,2048,false,2,8,1049748,60211.2
0,1,6,1024,false,2,1,1010844,3072.0
0,1,6,8192,false,0,4,1063550,33587.2
0,1,6,16384,false,0,4,1099246,66252.8
0,1,6,8192,true,0,4,1056037,33484.8
0,1,6,1024,false,0,4,1006688,5017.6
0,1,6,4096,true,0,4,1044740,17100.8
0,1,6,2048,false,2,4,1015823,28774.4
0,1,6,4096,false,0,4,1020005,17305.6
0,1,6,1024,true,2,8,1042336,31129.6
0,1,6,1024,true,0,1,1006465,1536.0
0,1,6,2048,true,1,8,1040403,56934.4
0,1,6,16384,true,2,4,1120449,233164.8
0,1,6,4096,false,0,1,1019181,4710.4
0,1,6,1024,true,0,4,1008510,4915.2
0,1,6,4096,false,2,8,1112471,111206.4
0,1,6,16384,true,0,8,1147317,132403.2
0,1,6,16384,true,2,1,1034690,50073.6
0,1,6,8192,true,2,8,1151786,210636.8
0,1,6,8192,false,0,1,1030598,8806.4
0,1,6,16384,false,0,1,1047659,16793.6
0,1,6,16384,false,2,8,1208883,396800.0
0,1,6,8192,true,0,1,1025988,8601.6
0,1,6,8192,false,2,8,1106249,211660.8
0,1,6,2048,false,0,8,1043027,17920.0
0,1,6,1024,false,0,1,1001709,1331.2
0,1,6,4096,true,0,1,1017330,4608.0
0,1,6,4096,true,2,8,1088060,111308.8
0,1,6,2048,false,2,1,1002917,5120.0
0,1,6,1024,false,2,8,1037206,30310.4
0,1,6,4096,true,1,8,1055850,108032.0
0,1,6,1024,false,1,8,1046319,31334.4
0,1,6,2048,false,1,1,1003527,4710.4
0,1,6,16384,false,1,8,1223074,414105.6
0,1,6,8192,false,1,8,1214380,217804.8
0,1,6,8192,true,1,8,1107664,227123.2
0,1,6,16384,true,1,1,1023855,33587.2
0,1,6,4096,false,1,8,1072503,108236.8
0,1,6,2048,true,0,4,1008353,9113.6
0,1,6,16384,true,1,4,1118141,214937.6
0,1,6,2048,true,2,8,1085291,58982.4
0,1,6,2048,true,0,1,1030934,2662.4
0,1,6,1024,true,1,8,1054457,30208.0
0,1,6,2048,false,1,4,1029776,8806.4
0,1,8,16384,true,2,8,1244533,401100.8
0,1,8,16384,true,0,1,1068584,17100.8
0,1,8,4096,false,1,4,1015849,52121.6
0,1,8,2048,true,1,4,999534,30822.4
0,1,8,1024,true,2,4,1051489,16384.0
0,1,8,4096,true,2,1,1029640,9011.2
0,1,8,1024,false,1,4,1034814,14745.6
0,1,8,4096,true,0,8,1032159,30105.6
0,1,8,16384,false,1,4,1120618,217804.8
0,1,8,8192,false,1,4,1054006,101888.0
0,1,8,8192,true,0,8,1083874,67072.0
0,1,8,8192,true,2,1,1014088,18022.4
0,1,8,4096,true,2,4,1066093,57548.8
0,1,8,1024,false,1,1,1003384,4300.8
0,1,8,2048,false,1,8,1042117,61235.2
0,1,8,16384,false,1,1,1031817,33792.0
0,1,8,8192,false,1,1,1017316,17612.8
0,1,8,8192,true,2,4,1039875,101376.0
0,1,8,16384,true,0,4,1075300,66560.0
0,1,8,4096,false,1,1,1009086,9216.0
0,1,8,1024,true,0,8,1012497,9420.8
0,1,8,2048,true,1,1,992228,4915.2
0,1,8,1024,true,2,1,997689,3584.0
0,1,8,2048,true,0,8,1031265,15667.2
0,1,8,4096,false,0,8,1039153,34201.6
0,1,8,1024,true,1,1,999609,3276.8
0,1,8,4096,false,2,1,1014682,13516.8
0,1,8,2048,true,2,1,1002787,7168.0
0,1,8,8192,true,1,4,1047071,101785.6
0,1,8,8192,false,0,8,1058818,67174.4
0,1,8,16384,false,0,8,1123253,132608.0
0,1,8,16384,false,2,1,1037729,33996.8
0,1,8,8192,false,2,1,1044448,26009.6
0,1,8,2048,false,0,1,1015154,2662.4
0,1,8,1024,false,0,8,1025837,10035.2
0,1,8,4096,true,1,4,1022367,52838.4
0,1,8,2048,false,2,8,1056812,59187.2
0,1,8,1024,false,2,1,998154,3174.4
0,1,8,8192,true,1,1,1009991,17408.0
0,1,8,16384,false,2,4,1130432,216064.0
0,1,8,8192,false,2,4,1064836,108441.6
0,1,8,2048,false,0,4,1027415,9216.0
0,1,8,4096,true,1,1,1019328,9011.2
0,1,8,1024,false,2,4,1065300,4608.0
0,1,8,1024,true,1,4,1057769,15872.0
0,1,8,4096,false,2,4,1042675,60620.8
0,1,8,2048,true,2,4,1040401,31334.4
0,1,8,16384,true,1,8,1212446,418406.4
0,1,8,2048,true,0,1,1032485,2457.6
0,1,8,1024,true,1,8,1116140,33484.8
0,1,8,4096,false,0,1,1037675,4505.6
0,1,8,4096,false,2,8,1100537,110182.4
0,1,8,2048,true,2,8,1078856,58060.8
0,1,8,16384,true,1,4,1105386,200192.0
0,1,8,8192,false,0,1,1037647,8908.8
0,1,8,16384,false,0,1,1059071,16998.4
0,1,8,16384,false,2,8,1219837,396697.6
0,1,8,8192,false,2,8,1124141,204492.8
0,1,8,2048,false,0,8,1043110,17920.0
0,1,8,1024,false,0,1,1031032,1843.2
0,1,8,2048,false,2,1,1025919,5222.4
0,1,8,1024,false,2,8,1135811,34508.8
0,1,8,8192,true,1,8,1126313,212582.4
0,1,8,8192,false,0,4,1058518,33894.4
0,1,8,16384,false,0,4,1096161,66150.4
0,1,8,1024,false,0,4,1029721,5017.6
0,1,8,4096,true,1,8,1085362,101785.6
0,1,8,2048,false,2,4,1018487,28160.0
0,1,8,2048,true,0,4,1011279,9113.6
0,1,8,4096,false,0,4,1138460,9216.0
0,1,8,16384,true,1,1,1042535,33280.0
0,1,8,16384,true,2,1,1021606,33792.0
0,1,8,16384,true,0,8,1134352,132812.8
0,1,8,1024,true,0,4,1008305,5222.4
0,1,8,4096,true,2,8,1092288,104038.4
0,1,8,2048,false,1,4,1017993,35737.6
0,1,8,4096,true,0,1,1025284,4710.4
0,1,8,8192,true,0,1,1020045,8908.8
0,1,8,8192,true,2,8,1134516,203264.0
0,1,8,1024,false,1,8,1066757,31334.4
0,1,8,2048,false,1,1,1005340,5222.4
0,1,8,4096,true,0,4,1031995,17408.0
0,1,8,16384,false,1,8,1194554,397824.0
0,1,8,8192,false,1,8,1125726,221900.8
0,1,8,8192,true,0,4,1035621,33689.6
0,1,8,16384,true,2,4,1122022,201420.8
0,1,8,1024,true,0,1,1010891,1638.4
0,1,8,4096,false,1,8,1068140,108032.0
0,1,8,2048,true,1,8,1060306,58060.8
0,1,8,1024,true,2,8,1065353,32358.4
0,2,3,1024,true,0,8,1019909,18739.2
0,2,3,1024,true,1,1,1016067,6451.2
