MOSQUITTO_DB_SIZE_BYTES,SERVER_BW_LIMIT,IDLE_SERVER_BW_LIMIT,SSH_SETUP_DURATION_MS,TRANSFER_TIME_MS,TRANSFER_METHOD,DOWNTIME_SECONDS
152,100kbps,100kbps,528,312,scp,14152,100kbps,100kbps,541,255,rsync,14
